SYMBOL	ENSEMBL
NA	ENSG00000229238
NA	ENSG00000229248
NA	ENSG00000229251
NA	ENSG00000229275
RFPL4AL1	ENSG00000229292
ORM1	ENSG00000229314
LINC00452	ENSG00000229373
HLA-DRB6	ENSG00000229391
PATL2	ENSG00000229474
NKX1-2	ENSG00000229544
UBE2DNL	ENSG00000229547
LOC51145	ENSG00000229582
NA	ENSG00000229585
NA	ENSG00000229590
NA	ENSG00000229596
NA	ENSG00000229605
NA	ENSG00000229638
NA	ENSG00000229644
ZNF492	ENSG00000229676
NA	ENSG00000229689
NA	ENSG00000229700
NA	ENSG00000229715
NA	ENSG00000229721
NA	ENSG00000229749
ZNF688	ENSG00000229809
GK3P	ENSG00000229894
NA	ENSG00000229919
KIF25-AS1	ENSG00000229921
NA	ENSG00000229932
PRPS1L1	ENSG00000229937
NA	ENSG00000229950
NA	ENSG00000229985
ACBD6	ENSG00000230124
LHX4-AS1	ENSG00000230124
NA	ENSG00000230183
NA	ENSG00000230201
NA	ENSG00000230204
FAM92A1P2	ENSG00000230219
NA	ENSG00000230227
NFE4	ENSG00000230257
NA	ENSG00000230291
LINC02370	ENSG00000230294
NA	ENSG00000230353
TPI1P2	ENSG00000230359
DSCR9	ENSG00000230366
NA	ENSG00000230406
LINC01036	ENSG00000230426
SERPINB9P1	ENSG00000230438
LRRC37A6P	ENSG00000230445
ANKRD18B	ENSG00000230453
NA	ENSG00000230459
NA	ENSG00000230501
NA	ENSG00000230507
LOC643406	ENSG00000230563
NA	ENSG00000230593
NA	ENSG00000230614
NA	ENSG00000230618
NA	ENSG00000230626
NA	ENSG00000230637
NA	ENSG00000230655
PRB4	ENSG00000230657
NA	ENSG00000230659
NA	ENSG00000230665
NA	ENSG00000230673
NA	ENSG00000230707
NA	ENSG00000230721
NA	ENSG00000230823
NA	ENSG00000230897
NA	ENSG00000230929
NA	ENSG00000230979
NA	ENSG00000230980
HSBP1	ENSG00000230989
NA	ENSG00000230992
NA	ENSG00000231007
NA	ENSG00000231010
LINC00326	ENSG00000231023
KLF3-AS1	ENSG00000231160
NA	ENSG00000231162
NA	ENSG00000231169
OR5H1	ENSG00000231192
ZNF826P	ENSG00000231205
NA	ENSG00000231208
CFAP97D1	ENSG00000231256
NA	ENSG00000231292
NA	ENSG00000231293
NA	ENSG00000231313
RPL13AP17	ENSG00000231322
NA	ENSG00000231333
HLA-DPA1	ENSG00000231389
NA	ENSG00000231461
RPS18	ENSG00000231500
NA	ENSG00000231513
NA	ENSG00000231516
NA	ENSG00000231531
NA	ENSG00000231544
CLEC12A-AS1	ENSG00000231560
DLEU2	ENSG00000231607
NA	ENSG00000231643
NA	ENSG00000231684
LINC00574	ENSG00000231690
NA	ENSG00000231700
NA	ENSG00000231767
LINC00575	ENSG00000231782
DBIL5P	ENSG00000231784
NA	ENSG00000231787
NA	ENSG00000231841
CYP21A2	ENSG00000231852
OR5K2	ENSG00000231861
NA	ENSG00000231884
NA	ENSG00000231909
PSG1	ENSG00000231924
TAPBP	ENSG00000231925
PPP1R2B	ENSG00000231989
ANXA2P2	ENSG00000231991
NA	ENSG00000232030
ZBED9	ENSG00000232040
NA	ENSG00000232044
NA	ENSG00000232083
MCTS1	ENSG00000232119
RAB9BP1	ENSG00000232159
NA	ENSG00000232173
NA	ENSG00000232203
ASCL5	ENSG00000232237
NA	ENSG00000232260
OR52I1	ENSG00000232268
DAOA-AS1	ENSG00000232307
NA	ENSG00000232320
NA	ENSG00000232346
NA	ENSG00000232369
NA	ENSG00000232374
OR5K1	ENSG00000232382
NA	ENSG00000232385
NA	ENSG00000232429
AJM1	ENSG00000232434
NA	ENSG00000232459
NA	ENSG00000232472
NA	ENSG00000232493
CLK2P1	ENSG00000232553
LINC01549	ENSG00000232560
NA	ENSG00000232605
HLA-DQB2	ENSG00000232629
NA	ENSG00000232654
IDI2-AS1	ENSG00000232656
LINC00665	ENSG00000232677
NA	ENSG00000232699
NA	ENSG00000232742
NA	ENSG00000232748
NA	ENSG00000232791
SLCO4A1-AS1	ENSG00000232803
TNF	ENSG00000232810
RPS2P32	ENSG00000232818
NA	ENSG00000232829
NA	ENSG00000232830
PTGES2-AS1	ENSG00000232850
NA	ENSG00000232851
SEC1P	ENSG00000232871
NA	ENSG00000232872
NA	ENSG00000232888
NA	ENSG00000232916
NA	ENSG00000232917
NA	ENSG00000232963
CYP1B1-AS1	ENSG00000232973
NA	ENSG00000233020
ERVH48-1	ENSG00000233056
HOXB-AS3	ENSG00000233101
NA	ENSG00000233109
CTAGE7P	ENSG00000233122
NA	ENSG00000233170
NA	ENSG00000233220
LINC00472	ENSG00000233237
NA	ENSG00000233247
LOC100129434	ENSG00000233251
NA	ENSG00000233259
NA	ENSG00000233270
GPX1	ENSG00000233276
NA	ENSG00000233278
NA	ENSG00000233306
LINC00028	ENSG00000233354
LOC101927051	ENSG00000233360
NKAPP1	ENSG00000233382
NA	ENSG00000233406
OR5H15	ENSG00000233412
NA	ENSG00000233426
NA	ENSG00000233459
NA	ENSG00000233497
NA	ENSG00000233514
NA	ENSG00000233558
TWIST2	ENSG00000233608
PIRT	ENSG00000233670
ANAPC1P1	ENSG00000233673
NA	ENSG00000233686
NA	ENSG00000233695
PRR23C	ENSG00000233701
NA	ENSG00000233707
MYCNOS	ENSG00000233718
LINC00656	ENSG00000233746
NA	ENSG00000233762
NA	ENSG00000233778
IFNA13	ENSG00000233816
HIST1H2BN	ENSG00000233822
NA	ENSG00000233827
NA	ENSG00000233828
NA	ENSG00000233836
NA	ENSG00000233838
NA	ENSG00000233859
DLG5-AS1	ENSG00000233871
NA	ENSG00000233887
KRTAP5-AS1	ENSG00000233930
CTC-338M12.4	ENSG00000233937
NA	ENSG00000233966
NA	ENSG00000234004
NA	ENSG00000234005
NA	ENSG00000234036
NA	ENSG00000234043
NA	ENSG00000234062
PAGE2	ENSG00000234068
NA	ENSG00000234080
NA	ENSG00000234093
NA	ENSG00000234115
RPL13AP6	ENSG00000234118
CSN1S2AP	ENSG00000234124
TRIM26	ENSG00000234127
C16orf82	ENSG00000234186
TMEM229A	ENSG00000234224
NA	ENSG00000234226
NA	ENSG00000234227
ZNF879	ENSG00000234284
LOC729040	ENSG00000234292
NA	ENSG00000234337
NA	ENSG00000234386
USP27X-AS1	ENSG00000234390
NA	ENSG00000234397
ZNF37BP	ENSG00000234420
LOC100129484	ENSG00000234432
KBTBD13	ENSG00000234438
NA	ENSG00000234458
PINLYP	ENSG00000234465
CLDN34	ENSG00000234469
NA	ENSG00000234485
RPL34-AS1	ENSG00000234492
RPL13AP20	ENSG00000234498
NA	ENSG00000234513
NA	ENSG00000234515
NA	ENSG00000234518
OR10G8	ENSG00000234560
NA	ENSG00000234568
NA	ENSG00000234589
MAPKAPK5-AS1	ENSG00000234608
JRK	ENSG00000234616
NA	ENSG00000234629
NA	ENSG00000234655
LOC403323	ENSG00000234665
LINC01287	ENSG00000234722
GAS5	ENSG00000234741
NA	ENSG00000234742
HLA-B	ENSG00000234745
C1orf140	ENSG00000234754
NA	ENSG00000234782
NA	ENSG00000234790
NA	ENSG00000234795
NA	ENSG00000234801
NA	ENSG00000234810
NA	ENSG00000234816
IFNA17	ENSG00000234829
NA	ENSG00000234838
NA	ENSG00000234925
NA	ENSG00000234975
NA	ENSG00000234982
NA	ENSG00000235001
NA	ENSG00000235028
NA	ENSG00000235036
NA	ENSG00000235060
NA	ENSG00000235072
NA	ENSG00000235082
NA	ENSG00000235084
NA	ENSG00000235105
BRD3OS	ENSG00000235106
ZSCAN31	ENSG00000235109
NA	ENSG00000235110
NA	ENSG00000235115
NA	ENSG00000235137
C12orf75	ENSG00000235162
LINC01366	ENSG00000235172
HGH1	ENSG00000235173
PPP1R3E	ENSG00000235194
LOC613206	ENSG00000235204
TSPY26P	ENSG00000235217
NA	ENSG00000235226
DANT2	ENSG00000235244
NA	ENSG00000235278
NA	ENSG00000235282
NA	ENSG00000235297
NA	ENSG00000235363
NA	ENSG00000235370
SSR4P1	ENSG00000235374
RPEL1	ENSG00000235376
NA	ENSG00000235390
NA	ENSG00000235414
NA	ENSG00000235420
DPY19L2P4	ENSG00000235436
NA	ENSG00000235444
NA	ENSG00000235508
NA	ENSG00000235546
NFAM1	ENSG00000235568
NA	ENSG00000235581
POU5F1P3	ENSG00000235602
NA	ENSG00000235605
NA	ENSG00000235615
NA	ENSG00000235649
NA	ENSG00000235656
NA	ENSG00000235678
DICER1-AS1	ENSG00000235706
LOC149373	ENSG00000235710
ANKRD34C	ENSG00000235711
MFRP	ENSG00000235718
NA	ENSG00000235734
KIAA0040	ENSG00000235750
NA	ENSG00000235855
NA	ENSG00000235862
B3GALT4	ENSG00000235863
GSN-AS1	ENSG00000235865
NEXN-AS1	ENSG00000235927
TTC28-AS1	ENSG00000235954
PNMA6A	ENSG00000235961
NA	ENSG00000235962
MORC2-AS1	ENSG00000235989
HGC6.3	ENSG00000235994
NA	ENSG00000236017
OR5H14	ENSG00000236032
NA	ENSG00000236062
ZBTB22	ENSG00000236104
NA	ENSG00000236138
NA	ENSG00000236148
NA	ENSG00000236191
NA	ENSG00000236216
DIAPH2-AS1	ENSG00000236256
NA	ENSG00000236281
NA	ENSG00000236285
ZBED5	ENSG00000236287
GUSBP5	ENSG00000236296
MRGPRG-AS1	ENSG00000236301
NA	ENSG00000236316
SLFN14	ENSG00000236320
TRHDE-AS1	ENSG00000236333
NA	ENSG00000236349
LINC00479	ENSG00000236384
TAS2R39	ENSG00000236398
VLDLR-AS1	ENSG00000236404
CT47B1	ENSG00000236446
NA	ENSG00000236493
NA	ENSG00000236496
LINC00896	ENSG00000236499
NA	ENSG00000236529
NA	ENSG00000236533
RPL13AP5	ENSG00000236552
NA	ENSG00000236592
NA	ENSG00000236603
NA	ENSG00000236616
NA	ENSG00000236654
NA	ENSG00000236683
NA	ENSG00000236691
ARHGEF38	ENSG00000236699
NA	ENSG00000236735
NA	ENSG00000236741
NA	ENSG00000236764
NA	ENSG00000236773
LINC00299	ENSG00000236790
NA	ENSG00000236791
NA	ENSG00000236794
NA	ENSG00000236827
LINC01554	ENSG00000236882
BAALC-AS2	ENSG00000236939
NA	ENSG00000236965
OR10G9	ENSG00000236981
NA	ENSG00000236992
NA	ENSG00000237004
NA	ENSG00000237007
GLIS3-AS1	ENSG00000237009
NA	ENSG00000237041
TTTY12	ENSG00000237048
NA	ENSG00000237107
TAAR9	ENSG00000237110
HAND2-AS1	ENSG00000237125
ZNF503-AS2	ENSG00000237149
NA	ENSG00000237154
NA	ENSG00000237161
B3GNT9	ENSG00000237172
NA	ENSG00000237176
CDKN2AIPNL	ENSG00000237190
NA	ENSG00000237214
ZNF295-AS1	ENSG00000237232
NA	ENSG00000237264
NA	ENSG00000237269
LINC00851	ENSG00000237282
NA	ENSG00000237350
ZNF737	ENSG00000237440
RGL2	ENSG00000237441
NA	ENSG00000237450
NA	ENSG00000237456
NA	ENSG00000237490
NA	ENSG00000237506
NA	ENSG00000237514
SHISA9	ENSG00000237515
OR7E24	ENSG00000237521
HLA-DQA1	ENSG00000237541
HLA-DQA2	ENSG00000237541
PYY2	ENSG00000237575
NA	ENSG00000237584
KIFC1	ENSG00000237649
NA	ENSG00000237687
LOC440934	ENSG00000237732
NA	ENSG00000237745
NA	ENSG00000237748
NA	ENSG00000237749
NA	ENSG00000237758
FAM200B	ENSG00000237765
NA	ENSG00000237774
C3orf79	ENSG00000237787
POU5F1P4	ENSG00000237872
NA	ENSG00000237882
NA	ENSG00000237888
LOC105378085	ENSG00000237927
KCNQ1DN	ENSG00000237941
LINC00649	ENSG00000237945
PTENP1	ENSG00000237984
NA	ENSG00000237988
NA	ENSG00000237991
NA	ENSG00000238000
NA	ENSG00000238003
NA	ENSG00000238087
GOLGA2P5	ENSG00000238105
NA	ENSG00000238168
NA	ENSG00000238172
MPC1L	ENSG00000238205
NA	ENSG00000238222
OR2W3	ENSG00000238243
NA	ENSG00000238244
NA	ENSG00000238249
PAGE2B	ENSG00000238269
NA	ENSG00000238316
NA	ENSG00000238324
NA	ENSG00000238326
NA	ENSG00000238366
NA	ENSG00000238371
NA	ENSG00000238379
NA	ENSG00000238382
NA	ENSG00000238391
NA	ENSG00000238420
NA	ENSG00000238444
NA	ENSG00000238456
NA	ENSG00000238482
NA	ENSG00000238490
NA	ENSG00000238493
NA	ENSG00000238498
NA	ENSG00000238516
NA	ENSG00000238561
NA	ENSG00000238616
NA	ENSG00000238619
NA	ENSG00000238627
NA	ENSG00000238628
NA	ENSG00000238645
NA	ENSG00000238669
NA	ENSG00000238680
NA	ENSG00000238694
NA	ENSG00000238697
NA	ENSG00000238724
NA	ENSG00000238761
NA	ENSG00000238765
NA	ENSG00000238804
NA	ENSG00000238833
NA	ENSG00000238845
NA	ENSG00000238854
NA	ENSG00000238882
NA	ENSG00000238898
NA	ENSG00000238901
NA	ENSG00000238908
NA	ENSG00000238926
NA	ENSG00000238941
NA	ENSG00000238943
NA	ENSG00000239023
NA	ENSG00000239030
SNORD13D	ENSG00000239035
NA	ENSG00000239041
NA	ENSG00000239075
NA	ENSG00000239079
NA	ENSG00000239080
NA	ENSG00000239093
NA	ENSG00000239096
NA	ENSG00000239106
NA	ENSG00000239122
NA	ENSG00000239129
NA	ENSG00000239142
NA	ENSG00000239143
NA	ENSG00000239153
NA	ENSG00000239175
NA	ENSG00000239180
NA	ENSG00000239202
NA	ENSG00000239211
NA	ENSG00000239221
NA	ENSG00000239224
NA	ENSG00000239228
NA	ENSG00000239246
NA	ENSG00000239250
NA	ENSG00000239279
NA	ENSG00000239319
NA	ENSG00000239333
NA	ENSG00000239356
NA	ENSG00000239367
ASB14	ENSG00000239388
NA	ENSG00000239390
NA	ENSG00000239398
NA	ENSG00000239426
NA	ENSG00000239464
NA	ENSG00000239468
NA	ENSG00000239470
NA	ENSG00000239472
KLHL41	ENSG00000239474
NA	ENSG00000239494
NA	ENSG00000239504
CASTOR3	ENSG00000239521
NA	ENSG00000239545
NA	ENSG00000239547
NA	ENSG00000239559
NA	ENSG00000239560
NA	ENSG00000239580
OR1J4	ENSG00000239590
NA	ENSG00000239640
MYADML	ENSG00000239649
NA	ENSG00000239679
NA	ENSG00000239690
NA	ENSG00000239702
NA	ENSG00000239703
NA	ENSG00000239708
NA	ENSG00000239710
APOBEC3G	ENSG00000239713
NA	ENSG00000239731
NA	ENSG00000239742
NA	ENSG00000239744
NA	ENSG00000239745
NA	ENSG00000239748
NA	ENSG00000239808
PRAMEF11	ENSG00000239810
NA	ENSG00000239819
NA	ENSG00000239821
NA	ENSG00000239825
NA	ENSG00000239856
NA	ENSG00000239868
NA	ENSG00000239873
NA	ENSG00000239888
NA	ENSG00000239958
LILRA4	ENSG00000239961
NA	ENSG00000239964
NA	ENSG00000239984
LILRA2	ENSG00000239998
TEX35	ENSG00000240021
AMY2B	ENSG00000240038
PSMB9	ENSG00000240065
NA	ENSG00000240087
NA	ENSG00000240103
NA	ENSG00000240116
NA	ENSG00000240160
NA	ENSG00000240173
NA	ENSG00000240189
NA	ENSG00000240202
NA	ENSG00000240203
NA	ENSG00000240205
NA	ENSG00000240210
ZNF542P	ENSG00000240225
COX19	ENSG00000240230
NA	ENSG00000240235
NA	ENSG00000240250
NA	ENSG00000240298
NA	ENSG00000240299
NA	ENSG00000240306
NA	ENSG00000240317
NA	ENSG00000240327
NA	ENSG00000240342
PPIL3	ENSG00000240344
NA	ENSG00000240347
RPL23AP7	ENSG00000240356
NA	ENSG00000240374
LCE1F	ENSG00000240386
KIR3DL2	ENSG00000240403
KRTAP13-3	ENSG00000240432
NA	ENSG00000240439
NA	ENSG00000240457
NA	ENSG00000240490
NA	ENSG00000240502
TNFRSF13B	ENSG00000240505
KRTAP9-1	ENSG00000240542
NA	ENSG00000240545
L1TD1	ENSG00000240563
NA	ENSG00000240577
AQP1	ENSG00000240583
NA	ENSG00000240584
NA	ENSG00000240606
NA	ENSG00000240613
NA	ENSG00000240625
NA	ENSG00000240626
SPATA31D5P	ENSG00000240632
NA	ENSG00000240637
NA	ENSG00000240639
NA	ENSG00000240641
NA	ENSG00000240647
C1QTNF9	ENSG00000240654
NA	ENSG00000240663
PNMA2	ENSG00000240694
LRRD1	ENSG00000240720
NA	ENSG00000240723
NA	ENSG00000240733
ARHGEF25	ENSG00000240771
NA	ENSG00000240772
NA	ENSG00000240837
RDH14	ENSG00000240857
NA	ENSG00000240863
NA	ENSG00000240869
KRTAP4-7	ENSG00000240871
PLCXD2	ENSG00000240891
NA	ENSG00000240905
NA	ENSG00000240912
PLGLA	ENSG00000240935
NA	ENSG00000240936
NA	ENSG00000240940
NA	ENSG00000240961
RPL23AP64	ENSG00000240970
NA	ENSG00000240977
NA	ENSG00000240993
NA	ENSG00000240997
LOC653160	ENSG00000241014
NA	ENSG00000241032
NA	ENSG00000241037
NSUN6	ENSG00000241058
NA	ENSG00000241074
NA	ENSG00000241082
HLA-DOB	ENSG00000241106
YAE1	ENSG00000241127
OR14A2	ENSG00000241128
NA	ENSG00000241129
NA	ENSG00000241159
NA	ENSG00000241172
NA	ENSG00000241174
TDGF1	ENSG00000241186
NA	ENSG00000241188
NA	ENSG00000241198
NA	ENSG00000241207
NA	ENSG00000241225
NA	ENSG00000241226
NA	ENSG00000241227
NA	ENSG00000241243
NA	ENSG00000241246
NA	ENSG00000241248
CRCP	ENSG00000241258
NA	ENSG00000241318
CDRT1	ENSG00000241322
NA	ENSG00000241333
RPL36A	ENSG00000241343
NA	ENSG00000241347
NA	ENSG00000241352
HNF1A-AS1	ENSG00000241388
NA	ENSG00000241392
CD302	ENSG00000241399
NA	ENSG00000241406
NA	ENSG00000241461
NA	ENSG00000241487
GUSBP2	ENSG00000241549
NA	ENSG00000241550
NA	ENSG00000241552
ARPC4	ENSG00000241553
NA	ENSG00000241568
KRTAP9-4	ENSG00000241595
KRTAP5-4	ENSG00000241598
NA	ENSG00000241604
NA	ENSG00000241613
NA	ENSG00000241625
NA	ENSG00000241627
NA	ENSG00000241651
NA	ENSG00000241652
NA	ENSG00000241665
NA	ENSG00000241709
NA	ENSG00000241721
RPSAP52	ENSG00000241749
NA	ENSG00000241757
LINC00893	ENSG00000241769
NA	ENSG00000241789
NA	ENSG00000241791
SPRR2A	ENSG00000241794
NA	ENSG00000241821
C8orf58	ENSG00000241852
NA	ENSG00000241859
NA	ENSG00000241866
NA	ENSG00000241869
PISD	ENSG00000241878
NA	ENSG00000241943
NA	ENSG00000241959
NA	ENSG00000241964
PI4KA	ENSG00000241973
NA	ENSG00000241992
NA	ENSG00000241997
NA	ENSG00000242065
NA	ENSG00000242071
NA	ENSG00000242079
MIR570HG	ENSG00000242086
SDHAP2	ENSG00000242086
NA	ENSG00000242101
NA	ENSG00000242102
MTFP1	ENSG00000242114
NA	ENSG00000242118
NA	ENSG00000242121
NA	ENSG00000242137
NA	ENSG00000242158
NA	ENSG00000242165
ARHGDIG	ENSG00000242173
NA	ENSG00000242201
NA	ENSG00000242216
TCP10L	ENSG00000242220
PSG2	ENSG00000242221
NA	ENSG00000242236
NA	ENSG00000242241
ARFGAP3	ENSG00000242247
C22orf39	ENSG00000242259
PEG10	ENSG00000242265
NA	ENSG00000242281
NA	ENSG00000242299
NA	ENSG00000242315
NA	ENSG00000242341
NA	ENSG00000242348
NA	ENSG00000242360
EIF6	ENSG00000242372
DBIL5P2	ENSG00000242412
NA	ENSG00000242482
MRPL20	ENSG00000242485
NA	ENSG00000242509
NA	ENSG00000242520
SERPINB10	ENSG00000242550
NA	ENSG00000242560
NA	ENSG00000242565
HLA-DMB	ENSG00000242574
CSAG4	ENSG00000242599
DECR2	ENSG00000242612
NA	ENSG00000242638
NA	ENSG00000242650
NA	ENSG00000242651
NA	ENSG00000242657
NA	ENSG00000242668
NA	ENSG00000242673
NA	ENSG00000242675
NA	ENSG00000242687
NA	ENSG00000242688
CNTF	ENSG00000242689
NA	ENSG00000242696
NA	ENSG00000242719
RTL5	ENSG00000242732
NA	ENSG00000242752
NA	ENSG00000242764
NA	ENSG00000242769
NA	ENSG00000242794
AP5Z1	ENSG00000242802
NA	ENSG00000242855
NA	ENSG00000242893
NA	ENSG00000242912
NA	ENSG00000242928
NA	ENSG00000242948
ERVW-1	ENSG00000242950
NA	ENSG00000242985
NA	ENSG00000242989
NA	ENSG00000242992
NA	ENSG00000242998
NA	ENSG00000242999
NA	ENSG00000243011
NA	ENSG00000243027
NA	ENSG00000243029
NA	ENSG00000243035
RBMY2FP	ENSG00000243040
NA	ENSG00000243048
NA	ENSG00000243049
ABCC13	ENSG00000243064
NA	ENSG00000243075
NA	ENSG00000243124
NA	ENSG00000243125
PSG11	ENSG00000243130
NA	ENSG00000243136
PSG4	ENSG00000243137
MRPL33	ENSG00000243147
MICAL3	ENSG00000243156
NA	ENSG00000243160
NA	ENSG00000243227
STON1	ENSG00000243244
NA	ENSG00000243254
NA	ENSG00000243274
PRAF2	ENSG00000243279
VSIG8	ENSG00000243284
NA	ENSG00000243313
LINC01998	ENSG00000243321
NA	ENSG00000243333
NA	ENSG00000243338
NA	ENSG00000243339
NA	ENSG00000243346
NA	ENSG00000243352
NA	ENSG00000243359
NA	ENSG00000243365
NA	ENSG00000243366
NA	ENSG00000243374
NA	ENSG00000243383
NA	ENSG00000243415
NA	ENSG00000243422
NA	ENSG00000243424
NA	ENSG00000243437
NA	ENSG00000243439
INGX	ENSG00000243468
KRTAP10-11	ENSG00000243489
NA	ENSG00000243505
NA	ENSG00000243539
NA	ENSG00000243541
WFDC6	ENSG00000243543
NA	ENSG00000243546
NA	ENSG00000243548
NA	ENSG00000243549
UPK3B	ENSG00000243566
NA	ENSG00000243591
NA	ENSG00000243633
NA	ENSG00000243641
IL10RB	ENSG00000243646
ZNF487	ENSG00000243660
WDR92	ENSG00000243667
NA	ENSG00000243671
NA	ENSG00000243700
LEFTY1	ENSG00000243709
CFAP57	ENSG00000243710
OR5V1	ENSG00000243729
NA	ENSG00000243738
HLA-L	ENSG00000243753
OSTCP1	ENSG00000243775
NA	ENSG00000243779
NA	ENSG00000243817
NA	ENSG00000243847
NA	ENSG00000243856
NA	ENSG00000243870
NA	ENSG00000243871
NA	ENSG00000243872
NA	ENSG00000243883
NA	ENSG00000243905
TUBA4B	ENSG00000243910
GSTA1	ENSG00000243955
NA	ENSG00000243957
NA	ENSG00000243959
NA	ENSG00000243968
NA	ENSG00000243976
RTL9	ENSG00000243978
NA	ENSG00000243980
NA	ENSG00000243991
NFS1	ENSG00000244005
NA	ENSG00000244006
MT1HL1	ENSG00000244020
KRTAP19-3	ENSG00000244025
FAM86DP	ENSG00000244026
DDOST	ENSG00000244038
LCE3C	ENSG00000244057
NA	ENSG00000244066
GSTA2	ENSG00000244067
NA	ENSG00000244091
SPRR2F	ENSG00000244094
NA	ENSG00000244104
NA	ENSG00000244107
NA	ENSG00000244153
P2RY11	ENSG00000244165
NA	ENSG00000244169
NA	ENSG00000244171
NA	ENSG00000244194
NA	ENSG00000244197
NA	ENSG00000244222
GMCL2	ENSG00000244234
NA	ENSG00000244236
NA	ENSG00000244264
ECEL1P2	ENSG00000244280
NA	ENSG00000244296
NA	ENSG00000244307
NA	ENSG00000244308
NA	ENSG00000244318
NA	ENSG00000244326
NA	ENSG00000244328
NA	ENSG00000244335
KRTAP19-7	ENSG00000244362
NA	ENSG00000244363
NA	ENSG00000244372
NA	ENSG00000244376
NA	ENSG00000244381
NA	ENSG00000244391
NA	ENSG00000244392
NA	ENSG00000244399
NA	ENSG00000244404
ETV5	ENSG00000244405
KRTAP5-7	ENSG00000244411
NA	ENSG00000244425
ERVFRD-1	ENSG00000244476
LILRA6	ENSG00000244482
SCARF2	ENSG00000244486
APOBEC3C	ENSG00000244509
NA	ENSG00000244512
NA	ENSG00000244521
NA	ENSG00000244532
NA	ENSG00000244534
KRTAP4-2	ENSG00000244537
NA	ENSG00000244538
NA	ENSG00000244544
NA	ENSG00000244568
RAD21L1	ENSG00000244588
CCDC13	ENSG00000244607
NA	ENSG00000244610
ASPRV1	ENSG00000244617
NA	ENSG00000244620
OR2AE1	ENSG00000244623
KRTAP20-1	ENSG00000244624
NA	ENSG00000244642
NA	ENSG00000244675
NA	ENSG00000244677
PTCHD4	ENSG00000244694
NA	ENSG00000244732
HBB	ENSG00000244734
CRYBB2	ENSG00000244752
N4BP2L2	ENSG00000244754
NA	ENSG00000245768
CEBPA	ENSG00000245848
NUDT16P1	ENSG00000246082
KCTD21-AS1	ENSG00000246174
NA	ENSG00000246596
H2AFJ	ENSG00000246705
NA	ENSG00000246774
PGAM5	ENSG00000247077
ZCCHC3	ENSG00000247315
TWF2	ENSG00000247596
USP51	ENSG00000247746
INSL3	ENSG00000248099
LINC00504	ENSG00000248360
PCP4L1	ENSG00000248485
NA	ENSG00000248642
TRIM59-IFT80	ENSG00000248710
CCDC153	ENSG00000248712
ACTN3	ENSG00000248746
PPBPP2	ENSG00000248848
C5orf17	ENSG00000248874
FMN1	ENSG00000248905
NA	ENSG00000249026
ZNF436-AS1	ENSG00000249087
HAUS5	ENSG00000249115
NAIP	ENSG00000249437
ZNF324B	ENSG00000249471
CLRN2	ENSG00000249581
NA	ENSG00000249582
THEGL	ENSG00000249693
FER1L5	ENSG00000249715
LOC100507388	ENSG00000249717
OR10J4	ENSG00000249730
HS3ST5	ENSG00000249853
LGALS16	ENSG00000249861
NA	ENSG00000249910
PDCD6	ENSG00000249915
NA	ENSG00000249936
GBA3	ENSG00000249948
TERB1	ENSG00000249961
NA	ENSG00000249978
TMEM158	ENSG00000249992
YJEFN3	ENSG00000250067
NA	ENSG00000250182
NA	ENSG00000250292
TRMT9B	ENSG00000250305
ZNF718	ENSG00000250312
SMIM20	ENSG00000250317
MGC32805	ENSG00000250328
GYPB	ENSG00000250361
NA	ENSG00000250374
KIAA1210	ENSG00000250423
NA	ENSG00000250425
NA	ENSG00000250474
CHCHD10	ENSG00000250479
FAM218A	ENSG00000250486
LINC02145	ENSG00000250490
GPR162	ENSG00000250510
NA	ENSG00000250517
ATP6V1E2	ENSG00000250565
GLI4	ENSG00000250571
LY6G6F-LY6G6D	ENSG00000250641
LOC654780	ENSG00000250685
SELENOP	ENSG00000250722
NA	ENSG00000250733
PRODH2	ENSG00000250799
METTL21EP	ENSG00000250878
NA	ENSG00000250884
NA	ENSG00000251066
ZNF674	ENSG00000251192
NA	ENSG00000251235
ZNF345	ENSG00000251247
RFPL4B	ENSG00000251258
NA	ENSG00000251297
PCAT4	ENSG00000251321
SHANK3	ENSG00000251322
NA	ENSG00000251333
WWC2-AS2	ENSG00000251359
ZNF550	ENSG00000251369
NA	ENSG00000251391
RPL32P3	ENSG00000251474
FOXD1	ENSG00000251493
NA	ENSG00000251495
CENPS-CORT	ENSG00000251503
NA	ENSG00000251521
MALAT1	ENSG00000251562
OR12D1	ENSG00000251608
PRB1	ENSG00000251655
PTX4	ENSG00000251692
NA	ENSG00000251702
NA	ENSG00000251704
NA	ENSG00000251705
NA	ENSG00000251711
NA	ENSG00000251727
NA	ENSG00000251732
NA	ENSG00000251735
NA	ENSG00000251741
NA	ENSG00000251744
NA	ENSG00000251746
NA	ENSG00000251750
NA	ENSG00000251751
NA	ENSG00000251752
NA	ENSG00000251753
NA	ENSG00000251759
NA	ENSG00000251761
NA	ENSG00000251763
NA	ENSG00000251766
NA	ENSG00000251773
NA	ENSG00000251778
NA	ENSG00000251779
NA	ENSG00000251781
NA	ENSG00000251783
NA	ENSG00000251785
NA	ENSG00000251788
NA	ENSG00000251794
NA	ENSG00000251798
NA	ENSG00000251810
NA	ENSG00000251811
NA	ENSG00000251813
NA	ENSG00000251814
NA	ENSG00000251819
NA	ENSG00000251825
NA	ENSG00000251828
NA	ENSG00000251830
NA	ENSG00000251831
NA	ENSG00000251834
