title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch1.8	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell.type.ch1	diagnosis.ch1	neoplastic.ch1	patient.id.ch1	plate.id.ch1	selection.ch1	tissue.ch1	tsne.cluster.ch1	well.ch1
GBM cell 2712	GSM2246176	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: C10	tissue: Tumor	patient id: BT_S4	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.C10	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423778	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966352	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246176/suppl/GSM2246176_1001000245.C10.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S4	1001000245	Neurons(Thy1)	Tumor	11	C10
GBM cell 2713	GSM2246177	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: G12	tissue: Tumor	patient id: BT_S4	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.G12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423779	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966353	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246177/suppl/GSM2246177_1001000245.G12.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S4	1001000245	Neurons(Thy1)	Tumor	11	G12
GBM cell 2714	GSM2246178	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: C12	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.C12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423780	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966354	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246178/suppl/GSM2246178_1001000245.C12.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	C12
GBM cell 2715	GSM2246179	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: H1	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.H1	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423781	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966355	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246179/suppl/GSM2246179_1001000245.H1.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	H1
GBM cell 2716	GSM2246180	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: B5	tissue: Tumor	patient id: BT_S4	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.B5	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423782	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966356	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246180/suppl/GSM2246180_1001000245.B5.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S4	1001000245	Neurons(Thy1)	Tumor	11	B5
GBM cell 2717	GSM2246181	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: A12	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.A12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423776	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966357	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246181/suppl/GSM2246181_1001000245.A12.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	A12
GBM cell 2718	GSM2246182	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: C2	tissue: Tumor	patient id: BT_S4	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.C2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423783	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966358	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246182/suppl/GSM2246182_1001000245.C2.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S4	1001000245	Neurons(Thy1)	Tumor	11	C2
GBM cell 2719	GSM2246183	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: F3	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.F3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423784	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966359	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246183/suppl/GSM2246183_1001000245.F3.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	F3
GBM cell 2720	GSM2246184	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: C9	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.C9	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423785	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966360	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246184/suppl/GSM2246184_1001000245.C9.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	C9
GBM cell 2733	GSM2246197	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000245	well: D2	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000245.D2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423798	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966373	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246197/suppl/GSM2246197_1001000245.D2.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000245	Neurons(Thy1)	Tumor	8	D2
GBM cell 2736	GSM2246200	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000246	well: C3	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000246.C3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423801	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966376	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246200/suppl/GSM2246200_1001000246.C3.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000246	Neurons(Thy1)	Tumor	8	C3
GBM cell 2737	GSM2246201	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000246	well: B5	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Neurons(Thy1)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000246.B5	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423802	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1966377	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2246nnn/GSM2246201/suppl/GSM2246201_1001000246.B5.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000246	Neurons(Thy1)	Tumor	8	B5
